"","Country","League","Season","Datetime","Home","Away","HG","AG","Res","HAGG","AAGG","AACG","HACG","HTP","ATP","TG","PH","PD","PA"
"1697","USA","MLS",2016,2016-10-16,"FC Dallas","Seattle Sounders",2,1,"H","1.5","1.28125","1.25","1.21875","2","7","3","1.7","4.06","5.21"
"1698","USA","MLS",2016,2016-10-16,"Houston Dynamo","Los Angeles Galaxy",0,1,"A","1.1875","1.65625","1.21875","1.34375","19","6","1","2.33","3.51","3.21"
"1699","USA","MLS",2016,2016-10-16,"Portland Timbers","Colorado Rapids",1,0,"H","1.4375","1.1875","0.9375","1.53125","13","1","1","1.68","4.08","5.48"
"1700","USA","MLS",2016,2016-10-16,"Real Salt Lake","Sporting Kansas City",0,0,"D","1.34375","1.25","1.28125","1.375","8","11","0","2.25","3.49","3.39"
"1701","USA","MLS",2016,2016-10-16,"San Jose Earthquakes","Vancouver Whitecaps",0,0,"D","1","1.28125","1.59375","1.1875","15","18","0","1.86","3.78","4.49"
"1702","USA","MLS",2016,2016-10-23,"Colorado Rapids","Houston Dynamo",1,1,"D","1.15151515151515","1.15151515151515","1.33333333333333","0.939393939393939","2","19","2","1.53","4.26","7.34"
"1703","USA","MLS",2016,2016-10-23,"Los Angeles Galaxy","FC Dallas",0,0,"D","1.63636363636364","1.51515151515152","1.21212121212121","1.18181818181818","4","1","0","3.14","3.35","2.46"
"1704","USA","MLS",2016,2016-10-23,"New England Revolution","Montreal Impact",3,0,"H","1.24242424242424","1.48484848484848","1.51515151515152","1.63636363636364","14","10","3","1.92","3.89","4.06"
"1705","USA","MLS",2016,2016-10-23,"New York City","Columbus Crew",4,1,"H","1.75757575757576","1.48484848484848","1.63636363636364","1.6969696969697","5","17","5","1.68","4.39","4.89"
"1706","USA","MLS",2016,2016-10-23,"Orlando City","DC United",4,2,"H","1.54545454545455","1.54545454545455","1.3030303030303","1.75757575757576","16","7","6","1.82","4.19","4.22"
"1707","USA","MLS",2016,2016-10-23,"Philadelphia Union","New York Red Bulls",0,2,"A","1.57575757575758","1.78787878787879","1.33333333333333","1.60606060606061","13","3","2","2.84","3.69","2.49"
"1708","USA","MLS",2016,2016-10-23,"Seattle Sounders","Real Salt Lake",2,1,"H","1.27272727272727","1.3030303030303","1.33333333333333","1.27272727272727","9","8","3","1.67","4.01","5.65"
"1709","USA","MLS",2016,2016-10-23,"Sporting Kansas City","San Jose Earthquakes",2,0,"H","1.21212121212121","0.96969696969697","1.15151515151515","1.24242424242424","11","15","2","1.48","4.63","7.49"
"1710","USA","MLS",2016,2016-10-23,"Toronto FC","Chicago Fire",3,2,"H","1.45454545454545","1.21212121212121","1.66666666666667","1.12121212121212","6","20","5","1.33","5.78","10.22"
"1711","USA","MLS",2016,2016-10-23,"Vancouver Whitecaps","Portland Timbers",4,1,"H","1.24242424242424","1.42424242424242","1.48484848484848","1.54545454545455","18","12","5","2.77","3.81","2.49"
"1712","USA","MLS",2016,2016-10-27,"Toronto FC","Philadelphia Union",3,1,"H","1.5","1.52941176470588","1.61764705882353","1.14705882352941","5","13","4","1.52","4.47","6.89"
"1713","USA","MLS",2016,2016-10-27,"Los Angeles Galaxy","Real Salt Lake",3,1,"H","1.58823529411765","1.29411764705882","1.35294117647059","1.14705882352941","6","10","4","1.76","3.84","5.1"
"1714","USA","MLS",2016,2016-10-28,"DC United","Montreal Impact",2,4,"A","1.55882352941176","1.44117647058824","1.55882352941176","1.38235294117647","9","11","6","1.98","3.76","3.94"
"1715","USA","MLS",2016,2016-10-28,"Seattle Sounders","Sporting Kansas City",1,0,"H","1.29411764705882","1.23529411764706","1.20588235294118","1.26470588235294","7","8","1","1.93","3.61","4.31"
"1716","USA","MLS",2016,2016-10-30,"Montreal Impact","New York Red Bulls",1,0,"H","1.51428571428571","1.79411764705882","1.29411764705882","1.57142857142857","8","3","1","2.79","3.56","2.59"
"1717","USA","MLS",2016,2016-10-30,"Los Angeles Galaxy","Colorado Rapids",1,0,"H","1.62857142857143","1.14705882352941","0.941176470588235","1.14285714285714","5","2","1","2.1","3.41","3.9"
"1718","USA","MLS",2016,2016-10-30,"Toronto FC","New York City",2,0,"H","1.54285714285714","1.82352941176471","1.67647058823529","1.14285714285714","4","6","2","1.53","4.58","6.58"
"1719","USA","MLS",2016,2016-10-31,"Seattle Sounders","FC Dallas",3,0,"H","1.28571428571429","1.47058823529412","1.17647058823529","1.22857142857143","7","1","3","2.3","3.38","3.38"
"1720","USA","MLS",2016,2016-11-06,"Colorado Rapids","Los Angeles Galaxy",1,0,"H","1.11428571428571","1.61111111111111","1.11111111111111","0.942857142857143","4","3","1","2","3.49","4.21"
"1721","USA","MLS",2016,2016-11-06,"New York Red Bulls","Montreal Impact",1,2,"A","1.74285714285714","1.5","1.52777777777778","1.28571428571429","5","8","3","1.42","4.99","8.3"
"1722","USA","MLS",2016,2016-11-06,"New York City","Toronto FC",0,5,"A","1.77142857142857","1.55555555555556","1.11111111111111","1.68571428571429","7","2","5","2.42","3.69","2.93"
"1723","USA","MLS",2016,2016-11-07,"FC Dallas","Seattle Sounders",2,1,"H","1.42857142857143","1.33333333333333","1.19444444444444","1.22857142857143","3","6","3","1.63","4.12","5.9"
"1724","USA","MLS",2016,2016-11-23,"Montreal Impact","Toronto FC",3,2,"H","1.51351351351351","1.64864864864865","1.08108108108108","1.51351351351351","7","2","5","3.22","3.44","2.36"
"1725","USA","MLS",2016,2016-11-23,"Seattle Sounders","Colorado Rapids",2,1,"H","1.32432432432432","1.11111111111111","0.916666666666667","1.21621621621622","6","3","3","1.92","3.52","4.56"
"1726","USA","MLS",2016,2016-11-27,"Colorado Rapids","Seattle Sounders",0,1,"A","1.10810810810811","1.34210526315789","1.21052631578947","0.945945945945946","3","6","1","2.14","3.47","3.71"
"1727","USA","MLS",2016,2016-12-01,"Toronto FC","Montreal Impact",3,2,"H","1.65789473684211","1.55263157894737","1.52631578947368","1.13157894736842","2","7","5","1.47","4.79","7.29"
"1728","USA","MLS",2016,2016-12-11,"Toronto FC","Seattle Sounders",0,0,"D","1.69230769230769","1.33333333333333","1.17948717948718","1.15384615384615","1","4","0","1.72","3.99","5.45"
"1729","USA","MLS",2017,2017-03-04,"Portland Timbers","Minnesota United",5,1,"H","0","0","1.53","4.63","6.36","USA","USA","USA","USA","USA"
"1730","USA","MLS",2017,2017-03-04,"Columbus Crew","Chicago Fire",1,1,"D","0","0","1.83","3.9","4.52","USA","USA","USA","USA","USA"
"1731","USA","MLS",2017,2017-03-04,"Los Angeles Galaxy","FC Dallas",1,2,"A","0","0","2.39","3.47","3.14","USA","USA","USA","USA","USA"
"1732","USA","MLS",2017,2017-03-04,"Real Salt Lake","Toronto FC",0,0,"D","0","0","2.71","3.33","2.81","USA","USA","USA","USA","USA"
"1733","USA","MLS",2017,2017-03-04,"Colorado Rapids","New England Revolution",1,0,"H","0","0","2.08","3.36","4.06","USA","USA","USA","USA","USA"
"1734","USA","MLS",2017,2017-03-05,"DC United","Sporting Kansas City",0,0,"D","0","0","0","0","0","0","0","2.36","3.28","3.37"
"1735","USA","MLS",2017,2017-03-05,"Houston Dynamo","Seattle Sounders",2,1,"H","0","0","0","0","0","0","3","2.48","3.48","3"
"1736","USA","MLS",2017,2017-03-05,"San Jose Earthquakes","Montreal Impact",1,0,"H","0","0","0","0","0","0","1","2.11","3.51","3.74"
"1737","USA","MLS",2017,2017-03-05,"Orlando City","New York City",1,0,"H","0","0","0","0","0","0","1","2.13","3.85","3.39"
"1738","USA","MLS",2017,2017-03-06,"Atlanta United","New York Red Bulls",1,2,"A","0","0","0","0","0","0","3","2.5","3.6","2.88"
"1739","USA","MLS",2017,2017-03-06,"Vancouver Whitecaps","Philadelphia Union",0,0,"D","0","0","0","0","0","0","0","2.06","3.66","3.75"
"1740","USA","MLS",2017,2017-03-11,"Chicago Fire","Real Salt Lake",2,0,"H","0","0","0","0","0","0","2","1.8","3.91","4.7"
"1741","USA","MLS",2017,2017-03-11,"New York Red Bulls","Colorado Rapids",1,0,"H","0","0","0","0","0","0","1","1.68","3.92","5.67"
"1742","USA","MLS",2017,2017-03-11,"Philadelphia Union","Toronto FC",2,2,"D","0","0","0","0","0","0","4","2.96","3.25","2.63"
"1743","USA","MLS",2017,2017-03-12,"Montreal Impact","Seattle Sounders",2,2,"D","0","0","0","0","0","0","4","2.31","3.43","3.34"
"1744","USA","MLS",2017,2017-03-12,"Houston Dynamo","Columbus Crew",3,1,"H","0","0","0","0","0","0","4","2.27","3.59","3.27"
"1745","USA","MLS",2017,2017-03-12,"Sporting Kansas City","FC Dallas",0,0,"D","0","0","0","0","0","0","0","1.84","3.78","4.59"
"1746","USA","MLS",2017,2017-03-12,"San Jose Earthquakes","Vancouver Whitecaps",3,2,"H","0","0","0","0","0","0","5","1.73","3.71","5.61"
"1747","USA","MLS",2017,2017-03-12,"New York City","DC United",4,0,"H","0","0","0","0","0","0","4","1.79","4.14","4.47"
"1748","USA","MLS",2017,2017-03-12,"Minnesota United","Atlanta United",1,6,"A","0","0","0","0","0","0","7","2.6","3.28","2.98"
"1749","USA","MLS",2017,2017-03-12,"Los Angeles Galaxy","Portland Timbers",0,1,"A","0","0","0","0","0","0","1","2.18","3.5","3.58"
"1750","USA","MLS",2017,2017-03-18,"New York City","Montreal Impact",1,1,"D","2","1","1.5","0.5","8","15","2","1.77","4.14","4.57"
"1751","USA","MLS",2017,2017-03-18,"Atlanta United","Chicago Fire",4,0,"H","3.5","1.5","0.5","1.5","7","5","4","1.9","3.97","4.04"
"1752","USA","MLS",2017,2017-03-18,"Vancouver Whitecaps","Toronto FC",0,2,"A","1","1","1","1.5","16","11","2","2.52","3.34","3.04"
"1753","USA","MLS",2017,2017-03-18,"DC United","Columbus Crew",0,2,"A","0","1","2","2","19","18","2","2.23","3.56","3.39"
"1754","USA","MLS",2017,2017-03-18,"Orlando City","Philadelphia Union",2,1,"H","1","1","1","0","9","13","3","2.14","3.56","3.61"
"1755","USA","MLS",2017,2017-03-19,"FC Dallas","New England Revolution",2,1,"H","1","0","1","0.5","9","20","3","1.61","4.13","6.16"
"1756","USA","MLS",2017,2017-03-19,"Sporting Kansas City","San Jose Earthquakes",2,1,"H","0","2","1","0","13","6","3","1.79","3.73","5.01"
"1757","USA","MLS",2017,2017-03-19,"Colorado Rapids","Minnesota United",2,2,"D","0.5","1","5.5","0.5","12","22","4","1.42","4.77","8.88"
"1758","USA","MLS",2017,2017-03-19,"Real Salt Lake","Los Angeles Galaxy",1,2,"A","0","0.5","1.5","1","17","21","3","2.04","3.57","3.91"
"1759","USA","MLS",2017,2017-03-19,"Portland Timbers","Houston Dynamo",4,2,"H","3","2.5","1","0.5","2","3","6","1.67","4.27","5.14"
"1760","USA","MLS",2017,2017-03-19,"Seattle Sounders","New York Red Bulls",3,1,"H","1.5","1.5","0.5","2","16","4","4","2.09","3.69","3.62"
"1761","USA","MLS",2017,2017-03-25,"New England Revolution","Minnesota United",5,2,"H","0.5","1.33333333333333","4.33333333333333","1.5","22","21","7","1.43","4.88","8.09"
"1762","USA","MLS",2017,2017-03-25,"New York Red Bulls","Real Salt Lake",0,0,"D","1.33333333333333","0.333333333333333","1.33333333333333","1.33333333333333","7","19","0","1.43","4.87","8.19"
"1763","USA","MLS",2017,2017-03-25,"Columbus Crew","Portland Timbers",3,2,"H","1.33333333333333","3.33333333333333","1","1.33333333333333","13","1","5","1.77","4.15","4.58"
"1764","USA","MLS",2017,2017-04-01,"Toronto FC","Sporting Kansas City",0,0,"D","1.33333333333333","0.666666666666667","0.333333333333333","0.666666666666667","9","10","0","1.71","3.84","5.53"
"1765","USA","MLS",2017,2017-04-01,"Seattle Sounders","Atlanta United",0,0,"D","2","3.66666666666667","1","1.66666666666667","12","5","0","1.66","4.32","5.24"
"1766","USA","MLS",2017,2017-04-01,"New York City","San Jose Earthquakes",2,1,"H","1.66666666666667","1.66666666666667","1.33333333333333","0.666666666666667","11","7","3","1.81","3.92","4.62"
"1767","USA","MLS",2017,2017-04-01,"Chicago Fire","Montreal Impact",2,2,"D","1","1","1.33333333333333","1.66666666666667","14","17","4","1.69","4","5.46"
"1768","USA","MLS",2017,2017-04-01,"Columbus Crew","Orlando City",2,0,"H","1.75","1.5","0.5","1.5","3","6","2","1.68","4.23","5.17"
"1769","USA","MLS",2017,2017-04-02,"DC United","Philadelphia Union",2,1,"H","0","1","1.33333333333333","2","21","18","3","2.22","3.42","3.54"
"1770","USA","MLS",2017,2017-04-02,"Minnesota United","Real Salt Lake",4,2,"H","1.5","0.25","1","4.5","22","19","6","2.76","3.82","2.49"
"1771","USA","MLS",2017,2017-04-02,"Houston Dynamo","New York Red Bulls",4,1,"H","2.33333333333333","1","1","2","9","6","5","2.67","3.44","2.78"
"1772","USA","MLS",2017,2017-04-02,"Vancouver Whitecaps","Los Angeles Galaxy",4,2,"H","0.666666666666667","1","1.33333333333333","1.66666666666667","20","17","6","2.31","3.44","3.31"
"1773","USA","MLS",2017,2017-04-03,"Portland Timbers","New England Revolution",1,1,"D","3","2","1.66666666666667","1.5","2","18","2","1.73","4.05","5.01"
"1774","USA","MLS",2017,2017-04-08,"Los Angeles Galaxy","Montreal Impact",2,0,"H","1.25","1.25","1.5","2","20","19","2","1.59","4.14","6.52"
"1775","USA","MLS",2017,2017-04-08,"Chicago Fire","Columbus Crew",1,0,"H","1.25","1.8","1.2","1.75","13","2","1","2.02","3.79","3.82"
"1776","USA","MLS",2017,2017-04-08,"New England Revolution","Houston Dynamo",2,0,"H","1.75","2.75","1.75","1.5","14","3","2","1.71","4.28","4.79"
"1777","USA","MLS",2017,2017-04-08,"DC United","New York City",2,1,"H","0.5","1.75","0.75","1.75","17","5","3","2.37","3.36","3.26"
"1778","USA","MLS",2017,2017-04-09,"Philadelphia Union","Portland Timbers",1,3,"A","1","2.6","1.4","1.5","21","1","4","2.13","3.79","3.44"
"1779","USA","MLS",2017,2017-04-09,"Toronto FC","Atlanta United",2,2,"D","1","2.75","0.75","0.5","11","5","4","1.65","4.31","5.34"
"1780","USA","MLS",2017,2017-04-09,"FC Dallas","Minnesota United",2,0,"H","1.33333333333333","2","4","0.666666666666667","8","19","2","1.36","5.54","9.26"
"1781","USA","MLS",2017,2017-04-09,"Real Salt Lake","Vancouver Whitecaps",3,0,"H","0.6","1.5","1.75","1.6","22","18","3","1.95","3.68","4.16"
"1782","USA","MLS",2017,2017-04-09,"San Jose Earthquakes","Seattle Sounders",1,1,"D","1.5","1.5","1.25","1.5","14","16","2","2.52","3.14","3.22"
"1783","USA","MLS",2017,2017-04-09,"Orlando City","New York Red Bulls",1,0,"H","1","1","1.6","1","13","9","1","2.79","3.5","2.63"
"1784","USA","MLS",2017,2017-04-10,"Sporting Kansas City","Colorado Rapids",3,1,"H","0.5","1","1","0.25","15","18","4","1.74","3.69","5.59"
"1785","USA","MLS",2017,2017-04-15,"Philadelphia Union","New York City",0,2,"A","1","1.6","1","1.8","22","10","2","2.35","3.62","3.09"
"1786","USA","MLS",2017,2017-04-15,"Vancouver Whitecaps","Seattle Sounders",2,1,"H","1.2","1.4","1.2","2","19","15","3","2.88","3.34","2.64"
"1787","USA","MLS",2017,2017-04-15,"San Jose Earthquakes","FC Dallas",1,1,"D","1.4","1.5","0.5","1.4","12","2","2","2.72","3.29","2.83"
"1788","USA","MLS",2017,2017-04-15,"Montreal Impact","Atlanta United",2,1,"H","1","2.6","1","1.6","21","7","3","2.14","3.86","3.43"
"1789","USA","MLS",2017,2017-04-15,"Orlando City","Los Angeles Galaxy",2,1,"H","1","1.4","1.6","0.75","6","16","3","2.3","3.54","3.26"
"1790","USA","MLS",2017,2017-04-15,"Chicago Fire","New England Revolution",3,0,"H","1.2","1.8","1.2","1.4","8","9","3","2.03","3.75","3.77"
"1791","USA","MLS",2017,2017-04-16,"New York Red Bulls","DC United",2,0,"H","0.833333333333333","0.8","1.6","1.5","14","15","2","1.52","4.54","6.7"
"1792","USA","MLS",2017,2017-04-16,"Columbus Crew","Toronto FC",2,1,"H","1.5","1.2","0.8","1.16666666666667","6","11","3","2.28","3.75","3.13"
"1793","USA","MLS",2017,2017-04-16,"Houston Dynamo","Minnesota United",2,2,"D","2.2","1.66666666666667","3.66666666666667","1.8","8","21","4","1.47","4.86","7.26"
"1794","USA","MLS",2017,2017-04-16,"Colorado Rapids","Real Salt Lake",1,2,"A","1","1","1.33333333333333","1.5","20","19","3","1.94","3.48","4.5"
"1795","USA","MLS",2017,2017-04-16,"Portland Timbers","Sporting Kansas City",0,1,"A","2.66666666666667","1","0.4","1.33333333333333","1","7","1","1.95","3.69","4.14"
"1796","USA","MLS",2017,2017-04-20,"New England Revolution","San Jose Earthquakes",0,0,"D","1.5","1.33333333333333","1.33333333333333","1.5","14","11","0","1.85","3.77","4.54"
"1797","USA","MLS",2017,2017-04-22,"Toronto FC","Chicago Fire",3,1,"H","1.16666666666667","1.5","1.16666666666667","1","14","6","4","1.62","4.2","5.91"
"1798","USA","MLS",2017,2017-04-22,"Philadelphia Union","Montreal Impact",3,3,"D","0.833333333333333","1.16666666666667","1.5","1.83333333333333","22","18","6","2.05","3.62","3.85"
"1799","USA","MLS",2017,2017-04-22,"Houston Dynamo","San Jose Earthquakes",2,0,"H","2.16666666666667","1.14285714285714","1.14285714285714","1.83333333333333","8","10","2","2.1","3.55","3.73"
"1800","USA","MLS",2017,2017-04-22,"Portland Timbers","Vancouver Whitecaps",2,1,"H","2.28571428571429","1.33333333333333","1.83333333333333","1.28571428571429","1","15","3","1.68","4.03","5.52"
"1801","USA","MLS",2017,2017-04-23,"New England Revolution","DC United",2,2,"D","1.28571428571429","0.666666666666667","1.66666666666667","1.28571428571429","13","17","4","1.56","4.27","6.62"
"1802","USA","MLS",2017,2017-04-23,"New York Red Bulls","Columbus Crew",2,0,"H","1","1.57142857142857","1.14285714285714","1.28571428571429","10","3","2","1.8","3.78","4.85"
"1803","USA","MLS",2017,2017-04-23,"FC Dallas","Sporting Kansas City",1,0,"H","1.4","1","0.333333333333333","0.6","6","4","1","1.96","3.54","4.35"
"1804","USA","MLS",2017,2017-04-23,"Real Salt Lake","Atlanta United",1,3,"A","1.14285714285714","2.33333333333333","1.16666666666667","1.28571428571429","14","12","4","2.04","3.72","3.76"
"1805","USA","MLS",2017,2017-04-23,"New York City","Orlando City",1,2,"A","1.66666666666667","1.2","0.8","0.833333333333333","8","5","3","1.76","3.92","4.97"
"1806","USA","MLS",2017,2017-04-23,"Los Angeles Galaxy","Seattle Sounders",0,3,"A","1.33333333333333","1.33333333333333","1.33333333333333","1.66666666666667","19","18","3","2.12","3.33","3.94"
"1807","USA","MLS",2017,2017-04-23,"Minnesota United","Colorado Rapids",1,0,"H","1.71428571428571","1","1.6","3.42857142857143","20","21","1","2.42","3.57","3.03"
"1808","USA","MLS",2017,2017-04-29,"Toronto FC","Houston Dynamo",2,0,"H","1.42857142857143","2.14285714285714","1.57142857142857","1","11","4","2","1.51","4.66","6.85"
"1809","USA","MLS",2017,2017-04-29,"Montreal Impact","Vancouver Whitecaps",1,2,"A","1.42857142857143","1.28571428571429","1.85714285714286","1.71428571428571","18","19","3","1.88","3.78","4.49"
"1810","USA","MLS",2017,2017-04-29,"Orlando City","Colorado Rapids",2,0,"H","1.33333333333333","0.833333333333333","1.5","0.833333333333333","2","21","2","1.85","3.42","5.16"
"1811","USA","MLS",2017,2017-04-30,"Columbus Crew","New York City",2,3,"A","1.375","1.57142857142857","1","1.25","6","11","5","1.65","4.18","5.53"
"1812","USA","MLS",2017,2017-04-30,"New York Red Bulls","Chicago Fire",2,1,"H","1.125","1.42857142857143","1.42857142857143","1.125","7","10","3","1.65","4.15","5.64"
"1813","USA","MLS",2017,2017-04-30,"FC Dallas","Portland Timbers",2,2,"D","1.33333333333333","2.25","1.25","0.5","3","2","4","1.68","3.91","5.78"
"1814","USA","MLS",2017,2017-04-30,"Minnesota United","San Jose Earthquakes",0,1,"A","1.625","1","1.25","3","18","15","1","2.6","3.49","2.83"
"1815","USA","MLS",2017,2017-04-30,"Sporting Kansas City","Real Salt Lake",3,0,"H","0.857142857142857","1.125","1.5","0.428571428571429","8","16","3","1.49","4.33","8.06"
